"OWC","SCCS.ID","minerva_id","eHRAF.Name","PSF.Cluster","EA.ID","Domain_var","TL1","Domain_name","Domain_num"
"RI03",55,55,"Abkhazians",NA,"Ci12","General_TL1_avg_final",3,"law",1
"RI03",55,55,"Abkhazians",NA,"Ci12","Soc_TL1_avg_final",NA,"social",2
"RI03",55,55,"Abkhazians",NA,"Ci12","Gender_TL1_avg_final",1.875,"gender",3
"RI03",55,55,"Abkhazians",NA,"Ci12","Mar_TL1_avg_final",3.375,"marriage",4
"RI03",55,55,"Abkhazians",NA,"Ci12","Sex_TL1_avg_final",NA,"sex",5
"RI03",55,55,"Abkhazians",NA,"Ci12","FM_TL1_avg_final",3.625,"funeral",6
"RI03",55,55,"Abkhazians",NA,"Ci12","Ov_tl_avg",2.96875,"overall",7
"RI03",55,55,"Abkhazians",NA,"Ci12","General_TL5B_avg_final",3.5,"gestalt",8
"MA11",57,57,"Kurds","21","Ci11","General_TL1_avg_final",3,"law",1
"MA11",57,57,"Kurds","21","Ci11","Soc_TL1_avg_final",2.75,"social",2
"MA11",57,57,"Kurds","21","Ci11","Gender_TL1_avg_final",3.25,"gender",3
"MA11",57,57,"Kurds","21","Ci11","Mar_TL1_avg_final",3.25,"marriage",4
"MA11",57,57,"Kurds","21","Ci11","Sex_TL1_avg_final",3.75,"sex",5
"MA11",57,57,"Kurds","21","Ci11","FM_TL1_avg_final",3.25,"funeral",6
"MA11",57,57,"Kurds","21","Ci11","Ov_tl_avg",3.20833333333333,"overall",7
"MA11",57,57,"Kurds","21","Ci11","General_TL5B_avg_final",3.25,"gestalt",8
"MA10",58,58,"Basseri",NA,"Ea06","General_TL1_avg_final",2.125,"law",1
"MA10",58,58,"Basseri",NA,"Ea06","Soc_TL1_avg_final",2.25,"social",2
"MA10",58,58,"Basseri",NA,"Ea06","Gender_TL1_avg_final",2.375,"gender",3
"MA10",58,58,"Basseri",NA,"Ea06","Mar_TL1_avg_final",3.875,"marriage",4
"MA10",58,58,"Basseri",NA,"Ea06","Sex_TL1_avg_final",3.5,"sex",5
"MA10",58,58,"Basseri",NA,"Ea06","FM_TL1_avg_final",2.875,"funeral",6
"MA10",58,58,"Basseri",NA,"Ea06","Ov_tl_avg",2.83333333333333,"overall",7
"MA10",58,58,"Basseri",NA,"Ea06","General_TL5B_avg_final",3,"gestalt",8
"AT03",59,59,"West Punjabi",NA,"Ea13","General_TL1_avg_final",NA,"law",1
"AT03",59,59,"West Punjabi",NA,"Ea13","Soc_TL1_avg_final",NA,"social",2
"AT03",59,59,"West Punjabi",NA,"Ea13","Gender_TL1_avg_final",NA,"gender",3
"AT03",59,59,"West Punjabi",NA,"Ea13","Mar_TL1_avg_final",NA,"marriage",4
"AT03",59,59,"West Punjabi",NA,"Ea13","Sex_TL1_avg_final",NA,"sex",5
"AT03",59,59,"West Punjabi",NA,"Ea13","FM_TL1_avg_final",NA,"funeral",6
"AT03",59,59,"West Punjabi",NA,"Ea13","Ov_tl_avg",NA,"overall",7
"AT03",59,59,"West Punjabi",NA,"Ea13","General_TL5B_avg_final",NA,"gestalt",8
"AW32",60,60,"Gond",NA,"Eg13","General_TL1_avg_final",2.125,"law",1
"AW32",60,60,"Gond",NA,"Eg13","Soc_TL1_avg_final",3,"social",2
"AW32",60,60,"Gond",NA,"Eg13","Gender_TL1_avg_final",3.125,"gender",3
"AW32",60,60,"Gond",NA,"Eg13","Mar_TL1_avg_final",1.5,"marriage",4
"AW32",60,60,"Gond",NA,"Eg13","Sex_TL1_avg_final",3.125,"sex",5
"AW32",60,60,"Gond",NA,"Eg13","FM_TL1_avg_final",3,"funeral",6
"AW32",60,60,"Gond",NA,"Eg13","Ov_tl_avg",2.64583333333333,"overall",7
"AW32",60,60,"Gond",NA,"Eg13","General_TL5B_avg_final",3,"gestalt",8
"AW42",62,62,"Santal","28","Ef01","General_TL1_avg_final",3.875,"law",1
"AW42",62,62,"Santal","28","Ef01","Soc_TL1_avg_final",2.875,"social",2
"AW42",62,62,"Santal","28","Ef01","Gender_TL1_avg_final",3.25,"gender",3
"AW42",62,62,"Santal","28","Ef01","Mar_TL1_avg_final",3.75,"marriage",4
"AW42",62,62,"Santal","28","Ef01","Sex_TL1_avg_final",2.875,"sex",5
"AW42",62,62,"Santal","28","Ef01","FM_TL1_avg_final",4,"funeral",6
"AW42",62,62,"Santal","28","Ef01","Ov_tl_avg",3.4375,"overall",7
"AW42",62,62,"Santal","28","Ef01","General_TL5B_avg_final",3.75,"gestalt",8
"AW19",63,63,"Uttar Pradesh",NA,"Ef11","General_TL1_avg_final",3.75,"law",1
"AW19",63,63,"Uttar Pradesh",NA,"Ef11","Soc_TL1_avg_final",NA,"social",2
"AW19",63,63,"Uttar Pradesh",NA,"Ef11","Gender_TL1_avg_final",3.125,"gender",3
"AW19",63,63,"Uttar Pradesh",NA,"Ef11","Mar_TL1_avg_final",4,"marriage",4
"AW19",63,63,"Uttar Pradesh",NA,"Ef11","Sex_TL1_avg_final",NA,"sex",5
"AW19",63,63,"Uttar Pradesh",NA,"Ef11","FM_TL1_avg_final",4,"funeral",6
"AW19",63,63,"Uttar Pradesh",NA,"Ef11","Ov_tl_avg",3.71875,"overall",7
"AW19",63,63,"Uttar Pradesh",NA,"Ef11","General_TL5B_avg_final",3.875,"gestalt",8
"AV07",64,64,"Burusho",NA,"Ee02","General_TL1_avg_final",2,"law",1
"AV07",64,64,"Burusho",NA,"Ee02","Soc_TL1_avg_final",1.75,"social",2
"AV07",64,64,"Burusho",NA,"Ee02","Gender_TL1_avg_final",1.5,"gender",3
"AV07",64,64,"Burusho",NA,"Ee02","Mar_TL1_avg_final",2.125,"marriage",4
"AV07",64,64,"Burusho",NA,"Ee02","Sex_TL1_avg_final",2.375,"sex",5
"AV07",64,64,"Burusho",NA,"Ee02","FM_TL1_avg_final",NA,"funeral",6
"AV07",64,64,"Burusho",NA,"Ee02","Ov_tl_avg",1.95,"overall",7
"AV07",64,64,"Burusho",NA,"Ee02","General_TL5B_avg_final",1.75,"gestalt",8
"RQ02",65,65,"Kazakh",NA,"Eb01","General_TL1_avg_final",3.75,"law",1
"RQ02",65,65,"Kazakh",NA,"Eb01","Soc_TL1_avg_final",NA,"social",2
"RQ02",65,65,"Kazakh",NA,"Eb01","Gender_TL1_avg_final",3.75,"gender",3
"RQ02",65,65,"Kazakh",NA,"Eb01","Mar_TL1_avg_final",3.25,"marriage",4
"RQ02",65,65,"Kazakh",NA,"Eb01","Sex_TL1_avg_final",3.25,"sex",5
"RQ02",65,65,"Kazakh",NA,"Eb01","FM_TL1_avg_final",3.25,"funeral",6
"RQ02",65,65,"Kazakh",NA,"Eb01","Ov_tl_avg",3.45,"overall",7
"RQ02",65,65,"Kazakh",NA,"Eb01","General_TL5B_avg_final",3.25,"gestalt",8
"AH01",66,66,"Mongolia",NA,"Eb03","General_TL1_avg_final",3,"law",1
"AH01",66,66,"Mongolia",NA,"Eb03","Soc_TL1_avg_final",NA,"social",2
"AH01",66,66,"Mongolia",NA,"Eb03","Gender_TL1_avg_final",1,"gender",3
"AH01",66,66,"Mongolia",NA,"Eb03","Mar_TL1_avg_final",2.25,"marriage",4
"AH01",66,66,"Mongolia",NA,"Eb03","Sex_TL1_avg_final",NA,"sex",5
"AH01",66,66,"Mongolia",NA,"Eb03","FM_TL1_avg_final",2.25,"funeral",6
"AH01",66,66,"Mongolia",NA,"Eb03","Ov_tl_avg",2.125,"overall",7
"AH01",66,66,"Mongolia",NA,"Eb03","General_TL5B_avg_final",2.75,"gestalt",8
"AK05",68,68,"Lepcha",NA,"Ee03","General_TL1_avg_final",2.25,"law",1
"AK05",68,68,"Lepcha",NA,"Ee03","Soc_TL1_avg_final",3,"social",2
"AK05",68,68,"Lepcha",NA,"Ee03","Gender_TL1_avg_final",1.25,"gender",3
"AK05",68,68,"Lepcha",NA,"Ee03","Mar_TL1_avg_final",3.25,"marriage",4
"AK05",68,68,"Lepcha",NA,"Ee03","Sex_TL1_avg_final",2.25,"sex",5
"AK05",68,68,"Lepcha",NA,"Ee03","FM_TL1_avg_final",3.75,"funeral",6
"AK05",68,68,"Lepcha",NA,"Ee03","Ov_tl_avg",2.625,"overall",7
"AK05",68,68,"Lepcha",NA,"Ee03","General_TL5B_avg_final",3,"gestalt",8
"AR05",69,69,"Garo","27","Ei01","General_TL1_avg_final",3.125,"law",1
"AR05",69,69,"Garo","27","Ei01","Soc_TL1_avg_final",3.125,"social",2
"AR05",69,69,"Garo","27","Ei01","Gender_TL1_avg_final",3,"gender",3
"AR05",69,69,"Garo","27","Ei01","Mar_TL1_avg_final",3.25,"marriage",4
"AR05",69,69,"Garo","27","Ei01","Sex_TL1_avg_final",2.125,"sex",5
"AR05",69,69,"Garo","27","Ei01","FM_TL1_avg_final",4,"funeral",6
"AR05",69,69,"Garo","27","Ei01","Ov_tl_avg",3.10416666666667,"overall",7
"AR05",69,69,"Garo","27","Ei01","General_TL5B_avg_final",3,"gestalt",8
"AR20",70,70,"Mara",NA,"Ei04","General_TL1_avg_final",2.25,"law",1
"AR20",70,70,"Mara",NA,"Ei04","Soc_TL1_avg_final",1.25,"social",2
"AR20",70,70,"Mara",NA,"Ei04","Gender_TL1_avg_final",2.75,"gender",3
"AR20",70,70,"Mara",NA,"Ei04","Mar_TL1_avg_final",2.75,"marriage",4
"AR20",70,70,"Mara",NA,"Ei04","Sex_TL1_avg_final",1.25,"sex",5
"AR20",70,70,"Mara",NA,"Ei04","FM_TL1_avg_final",NA,"funeral",6
"AR20",70,70,"Mara",NA,"Ei04","Ov_tl_avg",2.05,"overall",7
"AR20",70,70,"Mara",NA,"Ei04","General_TL5B_avg_final",2.25,"gestalt",8
"AP04",71,71,"Burmans",NA,"Ei03","General_TL1_avg_final",1.75,"law",1
"AP04",71,71,"Burmans",NA,"Ei03","Soc_TL1_avg_final",2,"social",2
"AP04",71,71,"Burmans",NA,"Ei03","Gender_TL1_avg_final",1.75,"gender",3
"AP04",71,71,"Burmans",NA,"Ei03","Mar_TL1_avg_final",1.75,"marriage",4
"AP04",71,71,"Burmans",NA,"Ei03","Sex_TL1_avg_final",2.75,"sex",5
"AP04",71,71,"Burmans",NA,"Ei03","FM_TL1_avg_final",3,"funeral",6
"AP04",71,71,"Burmans",NA,"Ei03","Ov_tl_avg",2.16666666666667,"overall",7
"AP04",71,71,"Burmans",NA,"Ei03","General_TL5B_avg_final",2,"gestalt",8
"AM28",72,72,"Rmeet",NA,"Ej01","General_TL1_avg_final",NA,"law",1
"AM28",72,72,"Rmeet",NA,"Ej01","Soc_TL1_avg_final",NA,"social",2
"AM28",72,72,"Rmeet",NA,"Ej01","Gender_TL1_avg_final",NA,"gender",3
"AM28",72,72,"Rmeet",NA,"Ej01","Mar_TL1_avg_final",NA,"marriage",4
"AM28",72,72,"Rmeet",NA,"Ej01","Sex_TL1_avg_final",NA,"sex",5
"AM28",72,72,"Rmeet",NA,"Ej01","FM_TL1_avg_final",NA,"funeral",6
"AM28",72,72,"Rmeet",NA,"Ej01","Ov_tl_avg",NA,"overall",7
"AM28",72,72,"Rmeet",NA,"Ej01","General_TL5B_avg_final",NA,"gestalt",8
"AM11",73,73,"Vietnamese",NA,"Ej04","General_TL1_avg_final",2.75,"law",1
"AM11",73,73,"Vietnamese",NA,"Ej04","Soc_TL1_avg_final",NA,"social",2
"AM11",73,73,"Vietnamese",NA,"Ej04","Gender_TL1_avg_final",3,"gender",3
"AM11",73,73,"Vietnamese",NA,"Ej04","Mar_TL1_avg_final",NA,"marriage",4
"AM11",73,73,"Vietnamese",NA,"Ej04","Sex_TL1_avg_final",NA,"sex",5
"AM11",73,73,"Vietnamese",NA,"Ej04","FM_TL1_avg_final",3.75,"funeral",6
"AM11",73,73,"Vietnamese",NA,"Ej04","Ov_tl_avg",3.16666666666667,"overall",7
"AM11",73,73,"Vietnamese",NA,"Ej04","General_TL5B_avg_final",3,"gestalt",8
"AO07",76,76,"Central Thai","30","Ej09","General_TL1_avg_final",2,"law",1
"AO07",76,76,"Central Thai","30","Ej09","Soc_TL1_avg_final",2.5,"social",2
"AO07",76,76,"Central Thai","30","Ej09","Gender_TL1_avg_final",1,"gender",3
"AO07",76,76,"Central Thai","30","Ej09","Mar_TL1_avg_final",1.125,"marriage",4
"AO07",76,76,"Central Thai","30","Ej09","Sex_TL1_avg_final",2.125,"sex",5
"AO07",76,76,"Central Thai","30","Ej09","FM_TL1_avg_final",3.5,"funeral",6
"AO07",76,76,"Central Thai","30","Ej09","Ov_tl_avg",2.04166666666667,"overall",7
"AO07",76,76,"Central Thai","30","Ej09","General_TL5B_avg_final",2.125,"gestalt",8
"AZ02",79,79,"Andamans","31","Eh01","General_TL1_avg_final",3.25,"law",1
"AZ02",79,79,"Andamans","31","Eh01","Soc_TL1_avg_final",2.25,"social",2
"AZ02",79,79,"Andamans","31","Eh01","Gender_TL1_avg_final",2.875,"gender",3
"AZ02",79,79,"Andamans","31","Eh01","Mar_TL1_avg_final",2.5,"marriage",4
"AZ02",79,79,"Andamans","31","Eh01","Sex_TL1_avg_final",2,"sex",5
"AZ02",79,79,"Andamans","31","Eh01","FM_TL1_avg_final",3,"funeral",6
"AZ02",79,79,"Andamans","31","Eh01","Ov_tl_avg",2.64583333333333,"overall",7
"AZ02",79,79,"Andamans","31","Eh01","General_TL5B_avg_final",2.75,"gestalt",8
"OE05",83,83,"Javanese",NA,"Ib02","General_TL1_avg_final",2,"law",1
"OE05",83,83,"Javanese",NA,"Ib02","Soc_TL1_avg_final",2.25,"social",2
"OE05",83,83,"Javanese",NA,"Ib02","Gender_TL1_avg_final",2,"gender",3
"OE05",83,83,"Javanese",NA,"Ib02","Mar_TL1_avg_final",2.25,"marriage",4
"OE05",83,83,"Javanese",NA,"Ib02","Sex_TL1_avg_final",1.75,"sex",5
"OE05",83,83,"Javanese",NA,"Ib02","FM_TL1_avg_final",3,"funeral",6
"OE05",83,83,"Javanese",NA,"Ib02","Ov_tl_avg",2.20833333333333,"overall",7
"OE05",83,83,"Javanese",NA,"Ib02","General_TL5B_avg_final",1.75,"gestalt",8
"OF07",84,84,"Balinese",NA,"Ib03","General_TL1_avg_final",3,"law",1
"OF07",84,84,"Balinese",NA,"Ib03","Soc_TL1_avg_final",3,"social",2
"OF07",84,84,"Balinese",NA,"Ib03","Gender_TL1_avg_final",2.375,"gender",3
"OF07",84,84,"Balinese",NA,"Ib03","Mar_TL1_avg_final",3.125,"marriage",4
"OF07",84,84,"Balinese",NA,"Ib03","Sex_TL1_avg_final",2.5,"sex",5
"OF07",84,84,"Balinese",NA,"Ib03","FM_TL1_avg_final",4,"funeral",6
"OF07",84,84,"Balinese",NA,"Ib03","Ov_tl_avg",3,"overall",7
"OF07",84,84,"Balinese",NA,"Ib03","General_TL5B_avg_final",3,"gestalt",8
"OC06",85,85,"Iban","33","Ib01","General_TL1_avg_final",3.25,"law",1
"OC06",85,85,"Iban","33","Ib01","Soc_TL1_avg_final",NA,"social",2
"OC06",85,85,"Iban","33","Ib01","Gender_TL1_avg_final",2.25,"gender",3
"OC06",85,85,"Iban","33","Ib01","Mar_TL1_avg_final",2,"marriage",4
"OC06",85,85,"Iban","33","Ib01","Sex_TL1_avg_final",3.25,"sex",5
"OC06",85,85,"Iban","33","Ib01","FM_TL1_avg_final",4,"funeral",6
"OC06",85,85,"Iban","33","Ib01","Ov_tl_avg",2.95,"overall",7
"OC06",85,85,"Iban","33","Ib01","General_TL5B_avg_final",NA,"gestalt",8
"OA08",86,86,"Sama-Bajau",NA,"Ia13","General_TL1_avg_final",NA,"law",1
"OA08",86,86,"Sama-Bajau",NA,"Ia13","Soc_TL1_avg_final",NA,"social",2
"OA08",86,86,"Sama-Bajau",NA,"Ia13","Gender_TL1_avg_final",NA,"gender",3
"OA08",86,86,"Sama-Bajau",NA,"Ia13","Mar_TL1_avg_final",NA,"marriage",4
"OA08",86,86,"Sama-Bajau",NA,"Ia13","Sex_TL1_avg_final",NA,"sex",5
"OA08",86,86,"Sama-Bajau",NA,"Ia13","FM_TL1_avg_final",NA,"funeral",6
"OA08",86,86,"Sama-Bajau",NA,"Ia13","Ov_tl_avg",NA,"overall",7
"OA08",86,86,"Sama-Bajau",NA,"Ia13","General_TL5B_avg_final",NA,"gestalt",8
"OG11",87,87,"Eastern Toraja","34","Ic05","General_TL1_avg_final",4,"law",1
"OG11",87,87,"Eastern Toraja","34","Ic05","Soc_TL1_avg_final",3,"social",2
"OG11",87,87,"Eastern Toraja","34","Ic05","Gender_TL1_avg_final",3.75,"gender",3
"OG11",87,87,"Eastern Toraja","34","Ic05","Mar_TL1_avg_final",3,"marriage",4
"OG11",87,87,"Eastern Toraja","34","Ic05","Sex_TL1_avg_final",2.5,"sex",5
"OG11",87,87,"Eastern Toraja","34","Ic05","FM_TL1_avg_final",4,"funeral",6
"OG11",87,87,"Eastern Toraja","34","Ic05","Ov_tl_avg",3.375,"overall",7
"OG11",87,87,"Eastern Toraja","34","Ic05","General_TL5B_avg_final",3.25,"gestalt",8
"OI20",90,90,"Tiwi",NA,"Id03","General_TL1_avg_final",3,"law",1
"OI20",90,90,"Tiwi",NA,"Id03","Soc_TL1_avg_final",2.125,"social",2
"OI20",90,90,"Tiwi",NA,"Id03","Gender_TL1_avg_final",3.875,"gender",3
"OI20",90,90,"Tiwi",NA,"Id03","Mar_TL1_avg_final",2.75,"marriage",4
"OI20",90,90,"Tiwi",NA,"Id03","Sex_TL1_avg_final",2.875,"sex",5
"OI20",90,90,"Tiwi",NA,"Id03","FM_TL1_avg_final",3.375,"funeral",6
"OI20",90,90,"Tiwi",NA,"Id03","Ov_tl_avg",3,"overall",7
"OI20",90,90,"Tiwi",NA,"Id03","General_TL5B_avg_final",3,"gestalt",8
"OI08",91,91,"Aranda","35","Id01","General_TL1_avg_final",4,"law",1
"OI08",91,91,"Aranda","35","Id01","Soc_TL1_avg_final",3.25,"social",2
"OI08",91,91,"Aranda","35","Id01","Gender_TL1_avg_final",3.5,"gender",3
"OI08",91,91,"Aranda","35","Id01","Mar_TL1_avg_final",3.875,"marriage",4
"OI08",91,91,"Aranda","35","Id01","Sex_TL1_avg_final",3.5,"sex",5
"OI08",91,91,"Aranda","35","Id01","FM_TL1_avg_final",4,"funeral",6
"OI08",91,91,"Aranda","35","Id01","Ov_tl_avg",3.6875,"overall",7
"OI08",91,91,"Aranda","35","Id01","General_TL5B_avg_final",3.875,"gestalt",8
"OJ23",92,92,"Orokaiva",NA,"Ie09","General_TL1_avg_final",2.25,"law",1
"OJ23",92,92,"Orokaiva",NA,"Ie09","Soc_TL1_avg_final",1.25,"social",2
"OJ23",92,92,"Orokaiva",NA,"Ie09","Gender_TL1_avg_final",3.75,"gender",3
"OJ23",92,92,"Orokaiva",NA,"Ie09","Mar_TL1_avg_final",1.25,"marriage",4
"OJ23",92,92,"Orokaiva",NA,"Ie09","Sex_TL1_avg_final",2.25,"sex",5
"OJ23",92,92,"Orokaiva",NA,"Ie09","FM_TL1_avg_final",3,"funeral",6
"OJ23",92,92,"Orokaiva",NA,"Ie09","Ov_tl_avg",2.29166666666667,"overall",7
"OJ23",92,92,"Orokaiva",NA,"Ie09","General_TL5B_avg_final",2,"gestalt",8
"OJ82",93,93,"Kimam",NA,"Ie18","General_TL1_avg_final",3.25,"law",1
"OJ82",93,93,"Kimam",NA,"Ie18","Soc_TL1_avg_final",2,"social",2
"OJ82",93,93,"Kimam",NA,"Ie18","Gender_TL1_avg_final",3,"gender",3
"OJ82",93,93,"Kimam",NA,"Ie18","Mar_TL1_avg_final",2.25,"marriage",4
"OJ82",93,93,"Kimam",NA,"Ie18","Sex_TL1_avg_final",3,"sex",5
"OJ82",93,93,"Kimam",NA,"Ie18","FM_TL1_avg_final",4,"funeral",6
"OJ82",93,93,"Kimam",NA,"Ie18","Ov_tl_avg",2.91666666666667,"overall",7
"OJ82",93,93,"Kimam",NA,"Ie18","General_TL5B_avg_final",3,"gestalt",8
"OJ29",94,94,"Kapauku","36","Ie01","General_TL1_avg_final",3.5,"law",1
"OJ29",94,94,"Kapauku","36","Ie01","Soc_TL1_avg_final",2.125,"social",2
"OJ29",94,94,"Kapauku","36","Ie01","Gender_TL1_avg_final",3.25,"gender",3
"OJ29",94,94,"Kapauku","36","Ie01","Mar_TL1_avg_final",3.125,"marriage",4
"OJ29",94,94,"Kapauku","36","Ie01","Sex_TL1_avg_final",2.875,"sex",5
"OJ29",94,94,"Kapauku","36","Ie01","FM_TL1_avg_final",2.875,"funeral",6
"OJ29",94,94,"Kapauku","36","Ie01","Ov_tl_avg",2.95833333333333,"overall",7
"OJ29",94,94,"Kapauku","36","Ie01","General_TL5B_avg_final",3,"gestalt",8
"OM06",96,96,"Manus",NA,"Ig09","General_TL1_avg_final",3.625,"law",1
"OM06",96,96,"Manus",NA,"Ig09","Soc_TL1_avg_final",2.5,"social",2
"OM06",96,96,"Manus",NA,"Ig09","Gender_TL1_avg_final",3.125,"gender",3
"OM06",96,96,"Manus",NA,"Ig09","Mar_TL1_avg_final",3,"marriage",4
"OM06",96,96,"Manus",NA,"Ig09","Sex_TL1_avg_final",3.875,"sex",5
"OM06",96,96,"Manus",NA,"Ig09","FM_TL1_avg_final",4,"funeral",6
"OM06",96,96,"Manus",NA,"Ig09","Ov_tl_avg",3.35416666666667,"overall",7
"OM06",96,96,"Manus",NA,"Ig09","General_TL5B_avg_final",3.75,"gestalt",8
"OL06",98,98,"Trobriands","38","Ig02","General_TL1_avg_final",2.5,"law",1
"OL06",98,98,"Trobriands","38","Ig02","Soc_TL1_avg_final",2.75,"social",2
"OL06",98,98,"Trobriands","38","Ig02","Gender_TL1_avg_final",2.75,"gender",3
"OL06",98,98,"Trobriands","38","Ig02","Mar_TL1_avg_final",2.375,"marriage",4
"OL06",98,98,"Trobriands","38","Ig02","Sex_TL1_avg_final",1.875,"sex",5
"OL06",98,98,"Trobriands","38","Ig02","FM_TL1_avg_final",4,"funeral",6
"OL06",98,98,"Trobriands","38","Ig02","Ov_tl_avg",2.70833333333333,"overall",7
"OL06",98,98,"Trobriands","38","Ig02","General_TL5B_avg_final",2,"gestalt",8
"ON19",99,99,"Siwai",NA,"Ig01","General_TL1_avg_final",3.25,"law",1
"ON19",99,99,"Siwai",NA,"Ig01","Soc_TL1_avg_final",1.25,"social",2
"ON19",99,99,"Siwai",NA,"Ig01","Gender_TL1_avg_final",3.25,"gender",3
"ON19",99,99,"Siwai",NA,"Ig01","Mar_TL1_avg_final",3.25,"marriage",4
"ON19",99,99,"Siwai",NA,"Ig01","Sex_TL1_avg_final",2.75,"sex",5
"ON19",99,99,"Siwai",NA,"Ig01","FM_TL1_avg_final",3.75,"funeral",6
"ON19",99,99,"Siwai",NA,"Ig01","Ov_tl_avg",2.91666666666667,"overall",7
"ON19",99,99,"Siwai",NA,"Ig01","General_TL5B_avg_final",3,"gestalt",8
"OT11",100,100,"Tikopia","40","Ii02","General_TL1_avg_final",2.75,"law",1
"OT11",100,100,"Tikopia","40","Ii02","Soc_TL1_avg_final",2.75,"social",2
"OT11",100,100,"Tikopia","40","Ii02","Gender_TL1_avg_final",3,"gender",3
"OT11",100,100,"Tikopia","40","Ii02","Mar_TL1_avg_final",2.25,"marriage",4
"OT11",100,100,"Tikopia","40","Ii02","Sex_TL1_avg_final",2.75,"sex",5
"OT11",100,100,"Tikopia","40","Ii02","FM_TL1_avg_final",3,"funeral",6
"OT11",100,100,"Tikopia","40","Ii02","Ov_tl_avg",2.75,"overall",7
"OT11",100,100,"Tikopia","40","Ii02","General_TL5B_avg_final",2.75,"gestalt",8
"OQ12",102,102,"Bau Fijians",NA,"Ih14","General_TL1_avg_final",NA,"law",1
"OQ12",102,102,"Bau Fijians",NA,"Ih14","Soc_TL1_avg_final",NA,"social",2
"OQ12",102,102,"Bau Fijians",NA,"Ih14","Gender_TL1_avg_final",NA,"gender",3
"OQ12",102,102,"Bau Fijians",NA,"Ih14","Mar_TL1_avg_final",NA,"marriage",4
"OQ12",102,102,"Bau Fijians",NA,"Ih14","Sex_TL1_avg_final",NA,"sex",5
"OQ12",102,102,"Bau Fijians",NA,"Ih14","FM_TL1_avg_final",NA,"funeral",6
"OQ12",102,102,"Bau Fijians",NA,"Ih14","Ov_tl_avg",NA,"overall",7
"OQ12",102,102,"Bau Fijians",NA,"Ih14","General_TL5B_avg_final",NA,"gestalt",8
"OZ04",104,104,"Maori",NA,"Ij02","General_TL1_avg_final",3.75,"law",1
