"sccsn","socname","Family","General_TL5_Final","Soc_TL5_Final","Gender_TL5_Final","Mar_TL5_Final","Sex_TL5_Final","FM_TL5_Final","latitude","longitude","Elevation","v84","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v237","v238","v238.1","v238.2","v699","v761","v773","v774","v787","v789","v835","v861","v1253_rec","v1254_rec","v1255_rec","v1256_rec","v1257_rec","v1258_rec","v1259_rec","v1265","v1267","v1720_poppress","Adult.Mobility","Contact.OtherSocieties","extfreq","intfreq","oth","ovfreq","fam","chrs","PatriDescent","MatriDescent","Predom_MultiplePatterns","Predom_A","Predom_M","Predom_P","P_M","Predom_M_12_0","MatrilinealDes_Copy","Predom_P_12_0","Predom_Bilocal","LocalizedKin","subsistence","agriculture","horticulture","huntergatherer","pastoralism","other","pathogensum","pathogendummy","Zpathogensum","Zpathogendummy","v774_rev","v773_rev","Zv773_rev","Zv774_rev","extfreq_rec","Zextfreq_rec","intfreq_rec","Zintfreq_rec","v1265_dum","Zfam","Zchrs","Zv1265_dum","Zv1267","famine_index","Zoth","Zv1720_poppress","v151_2","v153_2","v155_2","complexity","Res_Hetero","mobility","contact2","v761_rev","Zv761","Zv761_rev","Zv238_rec","polygamy","threat_fam","threat_path"
72,"Lamet","Austroasiatic",2.75,,3.75,2.25,2,3.75,20,100.67,697.9168809,1,1,3,4,2,1,1,2,1,2,2,1,1,1,1,,2,4,4,2,1,1,,0,0,1,0,0,0,1,2,,0,-1.559063471,0.477176605,0,0,2,0,3,2,1,0,1,0,0,1,2,0,0,1,0,1,"Other",0,0,0,0,1,2,1,-0.601228722408868,0.463170239634852,1,1,-1.18076445268681,-1.59020198722239,,,,,0,1.0298531866223,0.490161270012419,-1.70611327608178,,-0.0620329398156879,-0.563808453733909,-0.563830877642601,3,1,2,-0.601956163410807,0,-1.559063471,-0.477176605,3,-0.979511241624492,0.979511241624492,-0.557350770119123,,-0.396557423730732,-1.12406505410602
73,"Vietnamese","Austroasiatic",2.75,,3,,,3.75,20.5,106.25,10.19356963,1,5,5,5,4,5,5,3,5,5,5,5,1,1,1,4,2,,,1,1,4,3,0,0,1,0,1,1,1,4,3,,,-0.861996448,5,5,4,5,1,,1,0,0,0,0,2,1,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,-0.986942637179703,,0.582575265003535,-0.174712111003858,-0.193026494393342,1.15628513392886,,4,3,2,1.38488137784525,0,,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.481629319767761,0.31917080325409
74,"Rhade","",,,,,,,13,108,596.7896224,1,1,4,4,4,3,1,3,5,2,2,1,1,1,1,,,,,,,1,,0,0,1,0,1,1,1,4,3,,,,3.25,2.25,,3.25,,,0,1,,,,,,,1,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,3.25,0.285525288950837,2.25,-0.192810794617611,1,,,0.582575265003535,-0.174712111003858,0.203931576999839,,,3,2,2,0.0229324962896714,,,,,,,-0.557350770119123,,0.203931576999839,0.31917080325409
75,"Khmer","",,,,,,,13,103.83,41.33211253,3,3,5,5,5,5,4,5,4,5,5,5,2,2,2,4,,,,,,4,2,0,0,1,0,1,1,1,,,,,,3.5,2,,3.5,1,1,0,0,,,,,,,0,,,,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,3.5,0.435596601232164,2,-0.3470594303117,,-0.986942637179703,-0.721473330018279,,,-0.854207983598991,,,4,3,4,1.3614996064593,,,,,,,-0.557350770119123,0,-0.854207983598991,0.31917080325409
76,"Siamese","Tai-Kadai",2.125,2,1.375,1.125,2.5,3,15,100,7.46,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,,,,,,,4,3,0,0,1,0,1,1,1,1,1,,,,0,0,3,0,1,1,0,0,1,0,1,0,4,1,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,,,,,,,,,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,0.296238340097478,,4,3,4,1.64691449000083,1,,,,,,-0.557350770119123,1,-0.541914573649939,0.31917080325409
77,"Semang","",,,,,,,5,101.25,587.146524,1,1,1,2,1,1,1,1,1,2,1,1,3,3,3,1,3,4,4,2,1,1,2,0,0,1,0,1,1,1,4,3,0,0.904256813,0.477176605,1,1,,1,,,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,1,1,-1.18076445268681,-1.59020198722239,1,-1.06511652158111,1,-0.964053973088056,1,,,0.582575265003535,-0.174712111003858,0.203931576999839,,-0.563830877642601,2,1,1,-1.09835108847458,,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,0,-0.179949650321381,-0.81726521221837
78,"Nicobarese","",,,,,,,9.17,92.77,0.47,2,2,5,4,3,4,1,1,4,2,1,1,,,,,,,,,,1,,0,0,1,0,0,0,0,1,1,0,,,2,1,,2,,1,0,0,,,,,,,0,,,0,,,,,,,1,1,-1.06142848524035,0.463170239634852,,,,,2,-0.464831272455799,1,-0.964053973088056,0,,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.51110910413657,,-0.563830877642601,3,2,1,-0.144006521064865,,,,,,,,,-1.03746999088959,-1.06142848524035
79,"Andamanese","",,,,,,,13.32,92.89,1.38,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,4,2,2,2,1,1,1,0,0,1,0,1,1,0,1,1,,-0.327403329,0.477176605,4,4,,4,,1,0,0,,,,,,,0,,,0,,,,,,,3,1,-0.141028959577389,0.463170239634852,3,3,0.3515252950747,0.00987703097653663,4,0.735739225794818,4,0.886929655241011,0,,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.51110910413657,,,1,2,1,-0.875648546542571,,-0.327403329,-0.477176605,1,1.39338923104329,-1.39338923104329,-0.557350770119123,0,-1.51110910413657,0.0734577888246158
80,"Vedda","",,,,,,,8.59,81.19,12.68,2,2,2,2,1,2,1,3,1,1,1,1,1,1,1,,,,,,,1,1,0,0,1,0,1,1,1,,,0,,,1,1,,1,,,0,1,,,,,,,1,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,,,,,,,,-0.563830877642601,2,2,2,-0.794725583861643,,,,,,,-0.557350770119123,0,-0.563830877642601,0.31917080325409
81,"Tanala","",,,,,,,-22,48,10.03863281,1,1,3,5,3,4,1,1,2,3,4,2,2,2,2,2,,,,,,2,4,0,0,1,1,1,1,1,,,0,,,1.5,3,,2.75,1,1,1,0,,,,,,,0,,,1,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1.5,-0.764973897018453,3,0.269935112464656,,-0.986942637179703,-0.721473330018279,,,-0.854207983598991,,-0.563830877642601,4,2,1,-0.113285243060349,,,,,,,-0.557350770119123,1,-0.709019430620796,0.77937056608557
82,"Negri Sembilan","",,,,,,,2.58,102.25,132.7427296,5,5,5,5,5,4,4,5,5,4,3,4,4,4,4,,3,2,1,1,1,3,,0,0,1,0,1,1,1,2,,,0.904256813,-0.861996448,0,3.25,,3.5,,,0,1,,,,,,,1,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,4,3,0.3515252950747,0.809916540076,,,3.25,0.424183748158744,0,,,-1.70611327608178,,-1.70611327608178,,,4,2,4,1.18028356602622,,0.904256813,0.861996448,2,0.206938994709399,-0.206938994709399,1.78352246438119,,-1.70611327608178,0.49353754613493
83,"Javanese","Austronesian",2,2.25,2,1.75,1.25,3,-7.7,112.22,359.9110274,5,5,5,5,4,5,5,5,5,5,5,5,1,1,1,4,,,,,,4,3,0,0,1,0,1,1,1,,,,,,5,5,3,5,1,,0,0,1,0,1,0,4,1,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,,-0.986942637179703,,,,-0.986942637179703,0.296238340097478,,4,3,4,1.57534006051401,1,,,,,,-0.557350770119123,1,-0.345352148541113,0.31917080325409
84,"Balinese","",,,,,,,-8.5,115.33,59.48131769,5,5,5,5,4,5,5,5,5,4,5,4,1,1,1,,3,4,4,1,3,3,3,1,0,1,0,0,1,1,3,,,-0.327403329,-0.861996448,5,5,2,5,,1,1,0,1,0,0,1,2,0,0,1,0,1,,,,,,,4,1,0.31917080325409,0.463170239634852,1,1,-1.18076445268681,-1.59020198722239,5,1.33602447492013,5,1.50392419801737,1,,-0.721473330018279,0.582575265003535,,-0.0694490325073722,-0.563808453733909,,4,3,4,1.49078161995288,0,-0.327403329,0.861996448,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-0.31662874312064,-0.81726521221837
85,"Iban","Austronesian",3.25,,2.25,3.75,3.75,3.75,2,113,301.3901781,1,1,4,4,1,4,1,1,3,2,2,1,1,1,1,2,3,1,1,2,1,1,1,0,0,1,0,0,0,0,4,2,0,0.904256813,0.477176605,0,1,2,1,,,0,0,2,0,0,0,3,0,0,0,1,0,"Horticulturalists",0,1,0,0,0,1,1,-1.06142848524035,0.463170239634852,4,4,1.11767016895546,0.809916540076,,,1,-0.964053973088056,1,,,0.582575265003535,-1.14022640865676,-0.278825571826611,-0.563808453733909,-0.563830877642601,3,2,1,-0.415489541146438,1,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,0,-0.46882163440104,0.288719407930369
86,"Badjau","Austronesian",2,1.25,1.25,2,1.25,,5,120,2.55,1,1,1,2,3,1,1,1,1,2,2,1,,,,,,,,,,1,1,0,0,1,0,1,0,0,2,,,,,1.5,1,1,1.5,,1,0,0,2,0,0,0,3,0,0,0,1,0,"Hunter Gatherer",0,0,1,0,0,2,1,-0.601228722408868,0.463170239634852,,,,,1.5,-0.764973897018453,1,-0.964053973088056,0,,-0.721473330018279,-1.70611327608178,,-1.21379330305003,-1.4238552475653,,2,1,1,-0.886857835569987,1,,,,,,,0,-1.31882427530766,-0.601228722408868
87,"Toradja","",,,,,,,-2,121,542.9485659,2,2,5,4,2,4,1,2,3,3,2,2,,,,3,3,3,1,1,1,2,,0,0,1,1,1,1,1,4,3,,-0.327403329,-0.861996448,4,4,,4,,,0,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,4,2,-0.414619578806056,0.809916540076,4,0.735739225794818,4,0.886929655241011,1,,,0.582575265003535,-0.174712111003858,0.203931576999839,,,3,2,2,-0.0316834785458593,,-0.327403329,0.861996448,2,0.206938994709399,-0.206938994709399,,,0.203931576999839,0.391555842451838
88,"Tobelorese","",,,,,,,2,127.94,93.96063342,,2,5,4,3,4,1,3,3,4,2,3,,,,,,,,,,3,1,0,0,1,0,1,1,1,,,,,,0,0,,0,,,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,,,,,,,,,,,,,3,2,2,0.124449391502089,,,,,,,,0,,0.31917080325409
89,"Alorese","",,,,,,,-8.22,124.26,,1,2,5,4,2,1,1,4,5,4,2,3,2,2,2,2,,,,,,3,4,0,0,1,0,1,1,1,4,,,,,1,1,,1,1,,1,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,1,-0.986942637179703,,0.582575265003535,,-0.202183686088084,,,3,1,3,0.116062958369488,,,,,,,-0.557350770119123,1,-0.202183686088084,0.31917080325409
90,"Tiwi","Tiwi",2.625,2.25,3.875,3.375,2.875,3.875,-11.38,131,7.852466877,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,,3,1,4,3,1,1,4,0,0,0,0,1,1,1,2,,0,0.904256813,1.816349659,1,3.5,1,3.5,1,1,0,1,1,0,0,1,2,0,1,1,0,0,"Hunter Gatherer",0,0,1,0,0,3,1,-0.141028959577389,0.463170239634852,1,4,1.11767016895546,-1.59020198722239,1,-1.06511652158111,3.5,0.578432383852833,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,,-1.13817641442659,-1.4238552475653,-0.563830877642601,1,1,1,-1.10951462848645,0,0.904256813,-1.816349659,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-1.04195417987816,-0.204520259281441
91,"Aranda","Pama-Nyungan",4,3.75,3.5,3.875,3.5,4,-24.25,133.5,508.4260406,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,,1,4,0,0,0,0,0,1,0,4,4,,,,2,8,2,8,2,,1,1,0,0,0,2,1,0,1,1,0,1,"Hunter Gatherer",0,0,1,0,0,1,1,-1.06142848524035,0.463170239634852,,,,,2,-0.464831272455799,,,1,0.0214552747212978,,0.582575265003535,0.790802186649041,0.464944242124625,-0.563808453733909,,1,1,1,-1.02837699901677,0,,,,,,-0.557350770119123,1,-0.049432105804642,-1.06142848524035
92,"Orokaiva","Trans-New_Guinea",2.25,1.75,4,1.25,2.25,3,-9,-148,232.86,2,1,5,4,1,2,1,1,2,2,1,1,1,1,1,,4,1,1,2,1,1,3,0,0,1,0,1,1,1,4,3,0,0.904256813,0.477176605,1,5,,5,1,2,1,0,0,0,0,2,1,0,0,1,0,1,"Other",0,0,0,0,1,4,1,0.31917080325409,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,5,1.50392419801737,1,-0.986942637179703,0.490161270012419,0.582575265003535,-0.174712111003858,-0.0222295532919018,,-0.563830877642601,3,2,1,-0.483778406075143,0,0.904256813,-0.477176605,1,1.39338923104329,-1.39338923104329,-0.557350770119123,1,-0.293030215467251,0.748919170761849
93,"Kimam","Kolopom",3.25,2,3,2.25,3,4,-7.5,138.5,8.201527393,2,1,5,5,4,1,1,1,1,2,1,1,,,,2,,,,,,1,3,0,0,1,0,1,0,0,4,3,,,,1,1,4,1,3,,1,0,1,0,0,1,2,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,2,1,-0.601228722408868,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,1,1.0298531866223,,0.582575265003535,-0.174712111003858,0.479238780207325,1.15628513392886,,4,1,1,-0.427467426723812,0,,,,,,,1,0.817761957068095,-0.601228722408868
94,"Kapauku","Trans-New_Guinea",3.75,2.625,3.75,3.25,3,3,-4,136,806.5178796,3,2,5,4,2,1,1,4,5,3,2,2,2,2,2,,2,1,4,3,1,2,4,0,0,1,0,1,0,0,4,,0,-0.327403329,1.816349659,1,4.5,,4.5,1,1,1,0,0,0,0,2,1,0,0,1,0,1,"Horticulturalists",0,1,0,0,0,2,1,-0.601228722408868,0.463170239634852,1,4,1.11767016895546,-1.59020198722239,1,-1.06511652158111,4.5,1.19542692662919,1,-0.986942637179703,-0.721473330018279,0.582575265003535,,-0.375280234064816,,-0.563830877642601,3,1,3,0.0315045178083597,0,-0.327403329,-1.816349659,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,-0.469555555853708,-0.357920180225268
95,"Kwoma","",,,,,,,-4.17,142.67,79.69712667,3,2,5,4,3,2,1,4,4,2,1,1,1,1,1,1,,,,,,1,4,0,0,1,0,1,0,0,2,,0,,,2,1.75,,2,1,1,1,0,,,,,,,0,,,1,,,,,,,2,1,-0.601228722408868,0.463170239634852,,,,,2,-0.464831272455799,1.75,-0.501308066005789,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,,-1.13817641442659,,-0.563830877642601,3,2,3,0.0464521616039009,,,,,,,-0.557350770119123,1,-0.851003646034594,-0.601228722408868
96,"Manus","Austronesian",3.875,2.75,3.75,3.5,3.875,4,-2,147,24.72,1,2,5,1,3,2,1,4,4,2,2,1,1,1,1,,4,2,2,1,1,1,2,0,0,1,0,1,0,1,3,4,,0.904256813,-0.861996448,1,1,1,1,1,1,1,1,1,0,0,1,2,0,1,1,0,1,"Hunter Gatherer",0,0,1,0,0,3,1,-0.141028959577389,0.463170239634852,3,3,0.3515252950747,0.00987703097653663,1,-1.06511652158111,1,-0.964053973088056,1,-0.986942637179703,-0.721473330018279,0.582575265003535,0.790802186649041,-0.0837596288863517,-1.4238552475653,,1,2,3,-0.0842028864639519,0,0.904256813,0.861996448,1,1.39338923104329,-1.39338923104329,-0.557350770119123,0,-0.753807438225823,0.0734577888246158
97,"New Ireland","",,,,,,,-17.81,178.32,,1,2,5,4,3,1,1,4,3,2,1,1,1,1,1,2,,,,,,1,3,0,0,1,0,1,1,1,4,4,,,,1,1,,1,,1,0,1,,,,,,,1,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,1,,-0.721473330018279,0.582575265003535,0.790802186649041,0.217301373878099,,,3,1,3,-0.178293294838162,,,,,,,-0.557350770119123,1,0.217301373878099,0.31917080325409
98,"Trobrianders","Kilivila",2.25,2.125,2.75,2.875,2,4,-8.43,151.09,0.31,3,1,5,4,2,2,1,1,4,3,3,2,1,1,1,,2,2,4,2,1,2,3,0,0,1,0,1,0,0,4,4,0,,0.477176605,1,1,4,1,4,2,0,1,1,1,0,0,,0,1,0,0,1,"Other",0,0,0,0,1,2,1,-0.601228722408868,0.463170239634852,1,3,0.3515252950747,-1.59020198722239,1,-1.06511652158111,1,-0.964053973088056,1,2.0382510985233,0.490161270012419,0.582575265003535,0.790802186649041,0.975447455047074,1.15628513392886,-0.563830877642601,3,2,1,-0.0624873405240335,0,,-0.477176605,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.522633903777779,-0.613301804852186
99,"Siuai","South Bougainville",3.25,1.25,3.25,3,2.75,3.75,-6,155,61.09,1,2,5,4,1,2,1,4,4,2,2,1,1,1,1,2,,,,,,1,3,0,0,1,0,1,1,1,4,3,,,,2,2.5,,0,3,1,0,1,1,1,0,0,,0,1,0,0,1,"Other",0,0,0,0,1,4,1,0.31917080325409,0.463170239634852,,,,,2,-0.464831272455799,2.5,-0.0385621589235222,1,1.0298531866223,-0.721473330018279,0.582575265003535,-0.174712111003858,0.179060752650924,,,3,2,3,-0.0283523034387919,0,,,,,,-0.557350770119123,1,0.179060752650924,0.31917080325409
100,"Tikopia","Austronesian",3,2.75,3,2.25,2.75,2.25,-12.29,168.83,0.09,2,1,5,4,4,1,1,1,5,3,3,2,1,1,1,,3,4,4,3,1,2,3,0,0,0,0,1,0,0,4,4,1,-1.559063471,1.816349659,1,1,4,1,3,2,1,0,0,0,0,2,1,0,0,1,0,0,"Other",0,0,0,0,1,1,1,-1.06142848524035,0.463170239634852,1,1,-1.18076445268681,-1.59020198722239,1,-1.06511652158111,1,-0.964053973088056,1,1.0298531866223,0.490161270012419,0.582575265003535,0.790802186649041,0.723347977071823,1.15628513392886,1.75084325162702,3,1,1,-0.0156145303511898,0,-1.559063471,-1.816349659,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,1.21015878754257,-1.27746497504985
101,"Pentecost","",,,,,,,,,,1,1,5,4,1,1,1,3,3,2,2,1,1,1,1,2,,,,,,1,3,0,0,1,0,1,1,1,4,4,,,,1,1,,1,,,1,1,,,,,,,1,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,,3,1,2,-0.41648071961061,,,,,,,-0.557350770119123,1,0.686688725826288,0.31917080325409
102,"Mbau Fijians","Austronesian",4,3.25,3.75,4,3.75,3.75,-17.81,178.32,6.08,3,1,5,3,5,2,1,4,5,4,2,3,1,1,1,,2,1,1,1,1,3,3,0,0,0,0,1,1,1,1,1,,0.904256813,-0.861996448,0,5,1,5,,1,1,0,0,0,0,2,1,0,0,1,0,0,"Hunter Gatherer",0,0,1,0,0,3,1,-0.141028959577389,0.463170239634852,4,4,1.11767016895546,0.809916540076,,,5,1.50392419801737,0,,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.51110910413657,-1.4238552475653,,2,2,3,0.356810233723073,0,0.904256813,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,-1.46748217585093,0.595519249818022
103,"Ajie","",,,,,,,-21.37,165.47,,3,2,5,5,1,2,1,4,2,3,1,2,,,,3,,,,,,2,,0,0,1,0,1,1,1,4,3,0,,,0,0,,0,,,1,0,,,,,,,0,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,,,,,1,,,0.582575265003535,-0.174712111003858,0.203931576999839,,-0.563830877642601,4,2,3,-0.074274517116944,,,,,,,,,-0.179949650321381,0.31917080325409
104,,,,,,,,,,,,3,3,5,,2,1,1,1,1,3,3,2,1,1,1,,2,4,,1,1,2,4,,,,,,,,,,,,-0.861996448,5,4.5,4,4.5,3,3,0,0,1,0,0,1,2,0,0,1,0,1,,,,,,,0,0,-1.52162824807183,-2.14742565648886,,1,-1.18076445268681,,5,1.33602447492013,4.5,1.19542692662919,,1.0298531866223,1.70179587004312,,,1.36582452833271,1.15628513392886,,,1,1,-0.349530210673846,0,,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,1.26105483113079,-1.35119635037932
105,"Marquesans","",,,,,,,-8.9,-140.08,,3,3,5,4,2,1,1,1,4,3,3,2,1,1,1,3,,,,,,2,0,0,0,1,0,1,0,1,4,4,,,,3,5,,5,,,0,0,,,,,,,0,,,0,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,3,0.13545397666951,5,1.50392419801737,1,,,0.582575265003535,0.790802186649041,0.686688725826288,,,3,1,1,-0.0866908563547191,,,,,,,-0.557350770119123,,0.686688725826288,-0.141028959577389
106,"Western Samoans","Austronesian",4,,,3.875,3.375,3.5,-13.94,-171.77,21.03,3,1,5,4,3,1,1,1,5,4,3,3,1,1,1,,2,1,,,1,3,3,0,0,0,0,1,1,1,4,4,,-0.327403329,,1.5,4.5,4,4.5,2,1,0,0,1,0,0,1,2,0,0,1,0,1,"Horticulturalists",0,1,0,0,0,3,1,-0.141028959577389,0.463170239634852,,4,1.11767016895546,,1.5,-0.764973897018453,4.5,1.19542692662919,1,0.0214552747212978,-0.721473330018279,0.582575265003535,0.790802186649041,0.168339849088899,1.15628513392886,,3,1,1,-0.00263051927688182,0,-0.327403329,,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.662312491508881,0.488320604689033
107,"Gilbertese","",,,,,,,-1.47,175.06,,1,1,5,4,3,1,1,3,5,3,3,2,2,2,2,3,,,,,,2,2,0,0,1,0,1,1,1,4,,,,,8,8,,8,,1,0,0,,,,,,,0,,,1,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,,,,,1,,-0.721473330018279,0.582575265003535,,-0.0694490325073722,,,3,1,2,0.00804038149637275,,,,,,,-0.557350770119123,0,-0.0694490325073722,0.31917080325409
108,"Marshallese","Austronesian",3.75,2.75,3.25,1.75,2.75,2.75,6.28,169.49,0.01,3,3,5,3,2,1,1,3,5,3,3,2,1,1,1,,1,2,4,3,1,2,,0,0,0,0,1,1,1,4,4,,0.904256813,1.816349659,1,1,3,1,3,2,0,1,0,0,2,0,5,1,1,0,0,0,"Hunter Gatherer",0,0,1,0,0,3,1,-0.141028959577389,0.463170239634852,1,3,0.3515252950747,-1.59020198722239,1,-1.06511652158111,1,-0.964053973088056,1,1.0298531866223,0.490161270012419,0.582575265003535,0.790802186649041,0.723347977071823,0.296238340097478,,2,1,2,0.00644004146736327,1,0.904256813,-1.816349659,4,-2.16596147795838,2.16596147795838,-0.557350770119123,,0.50979315858465,-0.45990188390836
109,"Trukese","Austronesian",3.125,3,4,3.125,2.5,3,7.34,151.6,0.51,1,1,5,4,3,3,1,3,5,2,1,1,1,1,1,5,,,,,,1,2,0,0,1,0,1,1,1,4,4,0,,,2.75,1,2,1.25,,,0,1,1,0,1,0,4,1,1,0,0,1,"Other",0,0,0,0,1,4,1,0.31917080325409,0.463170239634852,,,,,2.75,-0.0146173356118176,1,-0.964053973088056,1,,,0.582575265003535,0.790802186649041,0.686688725826288,-0.563808453733909,-0.563830877642601,3,2,2,-0.052696094305221,1,,,,,,-0.557350770119123,0,-0.146983535183407,0.31917080325409
