"sccsn","socname","Family","General_TL5_Final","Soc_TL5_Final","Gender_TL5_Final","Mar_TL5_Final","Sex_TL5_Final","FM_TL5_Final","latitude","longitude","Elevation","v84","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v237","v238","v238.1","v238.2","v699","v761","v773","v774","v787","v789","v835","v861","v1253_rec","v1254_rec","v1255_rec","v1256_rec","v1257_rec","v1258_rec","v1259_rec","v1265","v1267","v1720_poppress","Adult.Mobility","Contact.OtherSocieties","extfreq","intfreq","oth","ovfreq","fam","chrs","PatriDescent","MatriDescent","Predom_MultiplePatterns","Predom_A","Predom_M","Predom_P","P_M","Predom_M_12_0","MatrilinealDes_Copy","Predom_P_12_0","Predom_Bilocal","LocalizedKin","subsistence","agriculture","horticulture","huntergatherer","pastoralism","other","pathogensum","pathogendummy","Zpathogensum","Zpathogendummy","v774_rev","v773_rev","Zv773_rev","Zv774_rev","extfreq_rec","Zextfreq_rec","intfreq_rec","Zintfreq_rec","v1265_dum","Zfam","Zchrs","Zv1265_dum","Zv1267","famine_index","Zoth","Zv1720_poppress","v151_2","v153_2","v155_2","complexity","Res_Hetero","mobility","contact2","v761_rev","Zv761","Zv761_rev","Zv238_rec","polygamy","threat_fam","threat_path"
147,"Comanche","",,,,,,,34,-101.5,881.5286822,3,3,1,1,3,1,3,1,1,2,1,1,,,,2,3,4,1,1,1,1,4,0,0,0,0,0,0,0,4,3,0,0.904256813,-0.861996448,5,2,,5,,2,0,0,,,,,,,0,,,0,,,,,,,0,0,-1.52162824807183,-2.14742565648886,4,1,-1.18076445268681,0.809916540076,5,1.33602447492013,2,-0.3470594303117,1,,0.490161270012419,0.582575265003535,-0.174712111003858,0.299341474670699,,-0.563830877642601,1,1,1,-0.715482254182815,,0.904256813,0.861996448,2,0.206938994709399,-0.206938994709399,,1,-0.132244701485951,-0.630825386894213
148,"Chiricahua","",,,,,,,32,-109.5,1513.00633,1,2,1,2,1,2,1,1,1,3,1,1,1,1,1,,3,4,1,2,1,1,4,0,1,0,0,0,0,1,4,,,0.904256813,0.477176605,5,1,,5,1,2,0,0,,,,,,,0,,,0,,,,,,,2,1,-0.601228722408868,0.463170239634852,4,1,-1.18076445268681,0.809916540076,5,1.33602447492013,1,-0.964053973088056,1,-0.986942637179703,0.490161270012419,0.582575265003535,,0.0285979659454168,,,2,2,1,-0.785128276896646,,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,0.0285979659454168,-0.32402554500656
149,"Zuni","",,,,,,,35.67,-108.75,2112.141041,1,3,5,5,5,5,4,3,2,2,1,1,1,1,1,2,,,,,,1,1,0,0,0,0,0,0,0,4,3,0,,,2.5,1,,2.5,,,0,1,,,,,,,1,,,1,,,,,,,0,0,-1.52162824807183,-2.14742565648886,,,,,2.5,-0.164688647893145,1,-0.964053973088056,1,,,0.582575265003535,-0.174712111003858,0.203931576999839,,-0.563830877642601,4,3,2,0.515518618742092,,,,,,,-0.557350770119123,0,-0.179949650321381,-1.52162824807183
150,"Havasupai","Cochimi-Yuman",1.625,2,3.125,2,2.75,2.125,35.83,-112.17,1823.548909,2,2,2,5,2,2,2,1,1,2,1,1,1,1,1,,4,4,2,1,1,1,3,0,1,0,0,0,0,0,2,,0,0.904256813,-0.861996448,1,1,4,1,,,0,0,0,0,0,2,1,0,0,1,0,0,"Other",0,0,0,0,1,1,1,-1.06142848524035,0.463170239634852,3,1,-1.18076445268681,0.00987703097653663,1,-1.06511652158111,1,-0.964053973088056,0,,,-1.70611327608178,,-1.70611327608178,1.15628513392886,-0.563830877642601,4,2,1,-0.449949670219122,0,0.904256813,0.861996448,1,1.39338923104329,-1.39338923104329,-0.557350770119123,1,-0.371219673265173,-0.744105302316874
151,"Papago","Uto-Aztecan",3.5,2,2,2.5,2.125,2.875,31,-112,571.02,2,2,3,5,3,2,2,3,4,2,1,1,4,4,4,2,3,4,1,2,1,1,4,0,1,1,0,0,0,1,4,3,,-1.559063471,0.477176605,1,1,4,1,3,2,0,0,0,0,0,2,1,0,0,1,0,0,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,1.0298531866223,0.490161270012419,0.582575265003535,-0.174712111003858,0.481969402658599,1.15628513392886,,4,2,2,-0.0261515551131447,0,-1.559063471,-0.477176605,2,0.206938994709399,-0.206938994709399,1.78352246438119,1,0.819127268293731,-0.170625624062733
152,"Huichol","",,,,,,,22,-105,667.0883457,2,2,5,4,3,3,2,3,2,2,2,1,,,,,,,,,,1,2,0,1,1,0,0,1,1,2,,,,,0,0,,8,,,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,,,,,0,,,-1.70611327608178,,-1.70611327608178,,,3,2,2,-0.0240292505106455,,,,,,,,0,-1.70611327608178,0.31917080325409
153,"Aztec","",,,,,,,19,-99.17,1612.250082,4,5,5,5,5,5,1,4,5,4,5,3,3,3,3,4,2,4,1,1,1,4,3,1,0,1,0,0,0,1,4,4,1,,-0.861996448,4.5,4.5,,4.5,4,2,0,0,,,,,,,0,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,0.790802186649041,0.975447455047074,,1.75084325162702,4,3,3,1.1276349363847,,,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,1.36314535333705,-0.170625624062733
154,"Popoluca","Mixe-Zoque",3.25,,3,3,3.75,4,18.25,-94.83,135.7459382,3,1,5,4,4,3,1,3,4,3,1,1,4,4,4,,,,,,,1,4,1,1,1,0,0,1,1,1,1,,,,0,0,,0,1,1,0,0,0,0,0,2,1,0,0,1,0,,"Horticulturalists",0,1,0,0,0,5,1,0.77937056608557,0.463170239634852,,,,,,,,,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,,,3,2,2,0.0392020719220944,0,,,,,,1.78352246438119,1,-1.38006748739735,0.77937056608557
155,"Quiche","",,,,,,,15,-91,1481.195292,3,4,5,4,5,3,2,3,4,3,2,2,4,4,4,4,,,,,,2,1,1,1,1,0,0,1,1,2,,,,,1,1,,1,1,1,1,0,,,,,,,0,,,1,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,,-1.13817641442659,,,3,2,2,0.468454693456134,,,,,,,1.78352246438119,0,-1.13817641442659,0.77937056608557
156,"Miskito","Misumalpan",3.25,1.25,3,3,,3.25,15,-83,0.013430198,1,1,5,4,3,3,1,3,3,3,1,2,4,4,4,,,,1,1,,2,3,1,1,1,0,0,1,1,4,3,0,,-0.861996448,0,0,1,0,,1,0,0,1,0,1,0,4,1,0,0,0,0,"Hunter Gatherer",0,0,1,0,0,5,1,0.77937056608557,0.463170239634852,4,,,0.809916540076,,,,,1,,-0.721473330018279,0.582575265003535,-0.174712111003858,-0.104536725339534,-1.4238552475653,-0.563830877642601,3,2,2,-0.0966070613853589,1,,0.861996448,,,,1.78352246438119,1,-0.697407616849143,0.794643553080785
157,"Bribri","",,,,,,,9,-83,,1,2,5,4,1,3,1,1,3,2,1,1,3,3,3,2,,,,,,1,3,1,1,1,0,0,1,1,2,,,,,1,1,,1,,1,0,1,,,,,,,1,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,,-0.721473330018279,-1.70611327608178,,-1.21379330305003,,,3,2,1,-0.351390083859138,,,,,,,-0.557350770119123,1,-1.21379330305003,0.77937056608557
158,"Cuna (Tule)","",,,,,,,9.25,-78.5,115.213918,,3,5,4,4,4,1,3,4,3,2,2,4,4,4,,3,3,2,1,1,2,2,1,1,1,0,0,1,1,,,,-0.327403329,-0.861996448,1.5,1.25,,1.625,,,0,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,3,2,-0.414619578806056,0.00987703097653663,1.5,-0.764973897018453,1.25,-0.809805337393967,,,,,,,,,3,2,2,0.243853702643786,,-0.327403329,0.861996448,2,0.206938994709399,-0.206938994709399,1.78352246438119,0,,0.12487600608535
159,"Goajiro","Arawakan",3.75,3.25,3.75,,,,11.92,-71.75,53.81142977,2,2,1,2,1,3,2,3,1,3,2,1,3,3,3,2,,1,4,,1,1,4,1,1,1,0,1,0,1,4,4,0,0.904256813,,1,3.25,4,3.25,2,2,0,1,0,2,0,0,,0,1,0,0,0,"Pastoralists",0,0,0,1,0,5,1,0.77937056608557,0.463170239634852,1,4,1.11767016895546,-1.59020198722239,1,-1.06511652158111,3.25,0.424183748158744,1,0.0214552747212978,0.490161270012419,0.582575265003535,0.790802186649041,0.471248499096573,1.15628513392886,-0.563830877642601,2,2,2,-0.53668159870116,0,0.904256813,,,,,-0.557350770119123,1,0.354567585127612,0.102279582606211
160,"Haitians","Indo-European",3.875,3.875,3,3,2.25,4,18.83,-72.17,411.996407,1,5,5,4,5,4,2,5,5,5,5,4,4,4,4,,,,,,,3,4,0,1,1,1,1,1,1,3,,1,,,0,0,4,0,2,4,0,0,0,0,0,0,,0,0,0,0,0,"Intensive Agriculture",1,0,0,0,0,6,1,1.23957032891705,0.463170239634852,,,,,,,,,1,0.0214552747212978,2.91343047007381,0.582575265003535,,1.17248700326622,1.15628513392886,1.75084325162702,3,2,4,1.165451761256,0,,,,,,1.78352246438119,1,1.35987179627403,1.23957032891705
161,"Callinago","",,,,,,,15.41,-61.27,,3,2,4,5,3,3,1,1,3,2,2,1,2,2,2,2,,,,,,1,4,1,0,1,1,1,1,1,,,,,,5,8,,5,,1,0,1,,,,,,,1,,,1,,,,,,,6,1,1.23957032891705,0.463170239634852,,,,,5,1.33602447492013,,,,,-0.721473330018279,,,-0.721473330018279,,,4,2,1,-0.137853916444492,,,,,,,-0.557350770119123,1,-0.721473330018279,1.23957032891705
162,"Warrau","Warao",2.125,1,2,2.875,2,2.5,9,-62,56.78,1,2,2,2,1,3,1,1,1,2,1,1,4,4,4,,,4,3,3,1,1,4,1,1,1,0,1,1,1,1,1,,-1.559063471,1.816349659,1,1,4,1,,,0,0,0,0,2,0,5,1,0,0,0,0,"Hunter Gatherer",0,0,1,0,0,6,1,1.23957032891705,0.463170239634852,2,1,-1.18076445268681,-0.790162478122927,1,-1.06511652158111,1,-0.964053973088056,0,,,-1.70611327608178,-2.10574070630965,-1.90592699119572,1.15628513392886,,2,2,1,-0.805396484634898,1,-1.559063471,-1.816349659,,,,1.78352246438119,1,-0.374820928633427,-0.24378553396423
163,"Yanomamo","",,,,,,,2.42,-65,371.9399212,3,1,4,4,2,1,1,1,1,2,1,1,1,1,1,2,,,,,,1,4,1,0,1,0,1,0,0,4,2,0,,,5,5,,5,,,0,0,,,,,,,0,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,,,0.582575265003535,-1.14022640865676,-0.278825571826611,,-0.563830877642601,3,1,1,-0.701239665853262,,,,,,,-0.557350770119123,1,-0.421328224734606,-0.141028959577389
164,"Carib (Barama)","Cariban",2.5,2.125,2.625,2.875,2.5,3,7.42,-60.17,123.7962262,1,2,4,3,1,2,1,1,1,2,1,1,2,2,2,,3,,,3,1,1,2,1,1,1,1,1,1,1,4,4,,0.904256813,1.816349659,1,1,3,1,2,1,0,0,2,0,0,0,3,0,0,0,1,0,"Hunter Gatherer",0,0,1,0,0,7,1,1.69977009174853,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,-0.721473330018279,0.582575265003535,0.790802186649041,0.168339849088899,0.296238340097478,,2,2,1,-0.610482871656213,1,0.904256813,-1.816349659,2,0.206938994709399,-0.206938994709399,-0.557350770119123,0,0.232289094593188,1.69977009174853
165,"Saramacca","Indo-European",4,2.75,3,3,3,4,3.5,-55.75,238.9938542,1,3,5,4,2,2,1,1,3,4,1,3,,,,3,,,,,,3,4,1,0,1,1,1,0,0,4,3,,,,1,2,2,2,2,,0,1,1,1,0,0,,0,1,0,0,1,"Other",0,0,0,0,1,4,1,0.31917080325409,0.463170239634852,,,,,1,-1.06511652158111,2,-0.3470594303117,1,0.0214552747212978,,0.582575265003535,-0.174712111003858,0.143106142906992,-0.563808453733909,,3,2,1,-0.0425451548546894,0,,,,,,,1,-0.210351155413458,0.31917080325409
166,"Mundurucu","",,,,,,,-6.5,-56.5,,2,1,5,4,2,3,1,1,1,2,1,1,1,1,1,,3,4,1,1,1,1,3,1,1,1,0,1,1,0,2,,0,-0.327403329,-0.861996448,0,0,,0,,,1,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,4,1,-1.18076445268681,0.809916540076,,,,,0,,,-1.70611327608178,,-1.70611327608178,,-0.563830877642601,3,2,1,-0.476438680408956,,-0.327403329,0.861996448,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-1.13497207686219,0.13617421782492
167,"Cubeo (Tucano)","",,,,,,,1.25,-70.5,206.5130927,3,1,5,4,1,2,1,1,1,2,2,1,1,1,1,2,,,,,,1,2,1,0,1,0,0,0,0,2,,0,,,3.75,3.5,,3.75,,2,1,0,,,,,,,0,,,1,,,,,,,2,1,-0.601228722408868,0.463170239634852,,,,,3.75,0.585667913513491,3.5,0.578432383852833,0,,0.490161270012419,-1.70611327608178,,-0.607976003034681,,-0.563830877642601,3,2,1,-0.479668715964829,,,,,,,-0.557350770119123,0,-0.585903440338641,-0.601228722408868
168,"Cayapa","Barbacoan",3.375,,2.625,3.375,3.125,3,1,-79,890.2215043,1,1,5,4,4,3,1,1,2,2,1,1,1,1,1,,2,4,4,3,1,1,1,1,1,1,0,0,1,0,1,1,,0.904256813,1.816349659,1,1,1,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,"Other",0,0,0,0,1,4,1,0.31917080325409,0.463170239634852,1,1,-1.18076445268681,-1.59020198722239,1,-1.06511652158111,1,-0.964053973088056,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,-1.4238552475653,,3,2,1,-0.269055117614683,0,0.904256813,-1.816349659,3,-0.979511241624492,0.979511241624492,-0.557350770119123,0,-1.40196136748132,-0.81726521221837
169,"Jivaro","",,,,,,,-3,-78,,1,1,4,4,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,4,1,1,1,1,0,1,1,1,1,0,0.904256813,0.477176605,0,0,,5,1,1,0,0,,,,,,,0,,,0,,,,,,,6,1,1.23957032891705,0.463170239634852,4,4,1.11767016895546,0.809916540076,,,,,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,,-0.563830877642601,3,2,1,-0.69686178327978,,0.904256813,-0.477176605,1,1.39338923104329,-1.39338923104329,-0.557350770119123,1,-0.971949182519978,1.0557190126495
170,"Amahuaca","",,,,,,,-10.33,-72.25,378.9754301,1,1,4,4,1,3,1,1,1,1,1,1,1,1,1,,,,,,,1,4,1,1,0,1,0,1,0,1,1,,,,4.25,4.75,,4.75,,,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,4.25,0.885810538076145,4.75,1.34967556232328,0,,,-1.70611327608178,-2.10574070630965,-1.90592699119572,,,3,2,1,-0.69686178327978,,,,,,,-0.557350770119123,1,-1.90592699119572,0.31917080325409
171,"Inca","",,,,,,,-13.5,-72,3865.750051,1,3,5,5,2,5,2,1,3,5,5,5,2,2,2,4,,,,,,4,3,1,0,1,0,0,0,1,4,4,,,,5,5,,5,1,,0,0,,,,,,,0,,,0,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,-0.986942637179703,,0.582575265003535,0.790802186649041,0.128811604824291,,,4,3,1,0.627107704314748,,,,,,,-0.557350770119123,1,0.128811604824291,-0.141028959577389
172,"Aymara","Aymaran",3.75,3.75,3,1.75,2.25,3.25,-16,-65.75,334.2467435,1,3,5,5,4,4,2,1,5,3,2,,4,4,4,,2,1,1,1,1,,1,1,1,1,0,0,1,1,4,4,1,-1.559063471,-0.861996448,1,1.5,4,1.5,,4,1,0,0,0,0,2,1,0,0,1,0,0,"Horticulturalists",0,1,0,0,0,5,1,0.77937056608557,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,1.5,-0.655556701699878,1,,2.91343047007381,0.582575265003535,0.790802186649041,1.4289359739088,1.15628513392886,1.75084325162702,4,2,1,0.364065155393125,0,-1.559063471,0.861996448,3,-0.979511241624492,0.979511241624492,1.78352246438119,0,1.44535478648823,0.902319091705675
173,,,,,,,,,,,,1,1,2,,1,2,1,1,1,2,1,1,2,2,2,2,,,,,,1,4,,,,,,,,,,,,,1,1,1,1,1,2,0,0,0,0,2,0,5,1,0,0,0,1,,,,,,,0,0,-1.52162824807183,-2.14742565648886,,,,,1,-1.06511652158111,1,-0.964053973088056,,-0.986942637179703,0.490161270012419,,,-0.248390683583642,-1.4238552475653,,,2,1,-0.862295589060274,1,,,,,,-0.557350770119123,1,-0.836122965574469,-1.52162824807183
174,"Nambicuara","",,,,,,,-13,-58.75,474.4098809,1,1,2,3,1,3,1,1,1,2,1,1,1,1,1,,2,2,2,3,1,1,3,1,1,1,0,0,0,0,2,,,0.904256813,1.816349659,4,5,,5,,2,0,0,,,,,,,0,,,0,,,,,,,3,1,-0.141028959577389,0.463170239634852,3,3,0.3515252950747,0.00987703097653663,4,0.735739225794818,5,1.50392419801737,0,,0.490161270012419,-1.70611327608178,,-0.607976003034681,,,2,2,1,-0.807216955697337,,0.904256813,-1.816349659,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,-0.607976003034681,0.0734577888246158
175,"Trumai","",,,,,,,-11.83,-53.67,322.4355063,1,1,5,4,1,3,1,1,1,2,1,1,1,1,1,2,,,,,,1,3,1,1,1,1,0,0,0,1,1,0,,,2.25,0,,2.25,,1,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,2.25,-0.314759960174472,,,0,,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.51110910413657,,-0.563830877642601,3,2,1,-0.548013109895777,,,,,,,-0.557350770119123,1,-1.03746999088959,0.31917080325409
176,"Timbira","",,,,,,,-6.5,-46,430.4605752,3,2,4,4,3,3,1,1,2,2,1,1,1,1,1,,4,4,1,2,3,1,2,1,1,1,1,1,0,1,,,0,,0.477176605,2.25,1,,2.25,,,0,1,,,,,,,1,,,1,,,,,,,6,1,1.23957032891705,0.463170239634852,4,1,-1.18076445268681,0.809916540076,2.25,-0.314759960174472,1,-0.964053973088056,,,,,,,,-0.563830877642601,3,2,1,-0.336766161529006,,,-0.477176605,1,1.39338923104329,-1.39338923104329,-0.557350770119123,0,-0.563830877642601,0.289574138768746
177,"Tupinamba","",,,,,,,-22.79,-44.5,,3,1,4,4,4,3,1,1,1,3,2,2,2,2,2,2,,,,,,2,4,1,1,1,1,1,0,1,4,3,,,,5,5,,5,,1,0,0,,,,,,,0,,,0,,,,,,,6,1,1.23957032891705,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,1,,-0.721473330018279,0.582575265003535,-0.174712111003858,-0.104536725339534,,,3,2,1,-0.244677219766115,,,,,,,-0.557350770119123,1,-0.104536725339534,1.23957032891705
178,"Botocudo","",,,,,,,-19,-42.5,449.1006891,1,1,1,1,1,1,1,1,1,2,1,1,,,,,,,,,,1,4,1,1,1,1,1,1,1,,,,,,0,4.25,,4.25,,,0,0,,,,,,,0,,,0,,,,,,,7,1,1.69977009174853,0.463170239634852,,,,,,,4.25,1.0411782909351,,,,,,,,,1,1,1,-1.16468423580751,,,,,,,,1,,1.69977009174853
179,,,,,,,,,,,,1,1,2,,3,1,1,1,1,2,1,1,1,1,1,2,3,1,,3,2,1,4,,,,,,,,,,,0.904256813,1.816349659,1,4,1,4,,1,1,0,0,0,2,0,5,1,0,0,0,0,,,,,,,0,0,-1.52162824807183,-2.14742565648886,,4,1.11767016895546,,1,-1.06511652158111,4,0.886929655241011,,,-0.721473330018279,,,-0.721473330018279,-1.4238552475653,,,1,1,-0.881586582002262,1,0.904256813,-1.816349659,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-1.07266428879179,-0.201979039558186
180,"Aweikoma","",,,,,,,-28,-50,998.6653611,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,4,1,1,3,1,1,4,1,1,1,1,0,0,1,2,,0,0.904256813,1.816349659,1,0,,0,,2,0,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,,,0,,0.490161270012419,-1.70611327608178,,-0.607976003034681,,-0.563830877642601,1,2,1,-1.08873192374721,,0.904256813,-1.816349659,1,1.39338923104329,-1.39338923104329,-0.557350770119123,1,-0.585903440338641,0.902319091705675
181,"Cayua","",,,,,,,-23.5,-55,,1,1,2,3,1,3,1,1,1,2,1,1,,,,2,,,,,,1,2,1,0,1,0,0,0,1,2,,,,,0,0,,0,,,0,0,,,,,,,0,,,0,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,,,,,0,,,-1.70611327608178,,-1.70611327608178,,,2,2,1,-0.807216955697337,,,,,,,,0,-1.70611327608178,-0.141028959577389
182,"Lengua","Lengua-Mascoy",2.25,1,1.75,1.75,,3,-23,-58.5,90.89928307,3,2,1,3,2,3,2,1,1,2,1,1,2,2,2,,,,,,,1,3,1,1,1,0,0,0,1,4,,,,,4,1,4,4,,,0,0,1,0,1,0,4,1,0,0,0,0,"Hunter Gatherer",0,0,1,0,0,4,1,0.31917080325409,0.463170239634852,,,,,4,0.735739225794818,1,-0.964053973088056,1,,,0.582575265003535,,0.582575265003535,1.15628513392886,,2,2,1,-0.646906197707865,1,,,,,,-0.557350770119123,1,0.869430199466199,0.31917080325409
183,"Abipon","",,,,,,,-28,-59.5,50.55743102,3,1,1,1,3,3,2,1,1,2,4,1,1,1,1,2,4,1,1,2,1,1,3,0,1,1,0,0,0,1,2,,,0.904256813,0.477176605,5,4,,5,1,1,0,0,,,,,,,0,,,0,,,,,,,3,1,-0.141028959577389,0.463170239634852,4,4,1.11767016895546,0.809916540076,5,1.33602447492013,4,0.886929655241011,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,,-1.13817641442659,,,1,2,1,-0.571118499489441,,0.904256813,-0.477176605,1,1.39338923104329,-1.39338923104329,-0.557350770119123,1,-1.13817641442659,0.595519249818022
184,"Mapuche","Araucanian",3.75,3,2.75,3.75,2.75,4,-38.5,-72.58,190.25,5,2,5,5,1,4,4,3,4,3,2,1,3,3,3,,3,1,1,2,1,1,3,0,1,0,0,0,0,0,4,4,0,0.904256813,0.477176605,1,1,3,1,1,3,1,0,1,0,0,1,2,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,1,1,-1.06142848524035,0.463170239634852,4,4,1.11767016895546,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,-0.986942637179703,1.70179587004312,0.582575265003535,0.790802186649041,0.522057671128997,0.296238340097478,-0.563830877642601,4,2,2,0.281928771911351,0,0.904256813,-0.477176605,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,0.0848217111946247,0.288719407930369
185,"Tehuelche","Chonan",1.375,1,1.875,1,1.25,2.75,-40.5,-68,780.0804888,3,1,1,1,2,4,2,1,1,2,1,1,2,2,2,2,,,,,,1,3,0,0,0,0,0,0,0,2,,,,,3,3,4,3,,1,0,0,0,0,0,2,1,0,0,1,0,0,"Hunter Gatherer",0,0,1,0,0,0,0,-1.52162824807183,-2.14742565648886,,,,,3,0.13545397666951,3,0.269935112464656,0,,-0.721473330018279,-1.70611327608178,,-1.21379330305003,1.15628513392886,,1,2,1,-0.847726110769104,0,,,,,,-0.557350770119123,1,-0.0287540845605833,-1.52162824807183
186,"Yahgan","Yamana",3,3.5,3,2.875,3.5,,-55.5,-69.5,241.58,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,,4,3,4,3,1,1,2,0,0,0,0,0,0,0,1,1,,,1.816349659,2,2.75,4,2.75,1,1,0,0,0,0,0,2,1,0,0,1,0,0,"Hunter Gatherer",0,0,1,0,0,0,0,-1.52162824807183,-2.14742565648886,1,2,-0.414619578806056,-1.59020198722239,2,-0.464831272455799,2.75,0.115686476770567,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,1.15628513392886,,1,1,1,-1.16468423580751,0,,-1.816349659,1,1.39338923104329,-1.39338923104329,1.78352246438119,0,-0.111891176734245,-1.17548327136676
